Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
220,Javonte Green,31,CLE,SG,18,1,166,5.0,13.7,0.365,1.7,7.2,0.242,3.3,6.5,0.5,0.429,1.1,2.2,0.5,2.2,6.5,8.7,2.4,2.2,0.2,0.9,4.6,12.8,,greenja02,10.2,0.438,0.524,0.159,6.7,19.0,13.1,8.4,2.9,0.5,5.6,18.2,-0.1,0.3,0.2,0.063,-4.4,1.3,-3.1,0.0
221,Nick Richards,27,2TM,C,57,43,1256,5.9,9.9,0.591,0.0,0.1,0.0,5.9,9.9,0.594,0.591,3.4,4.6,0.744,4.2,9.1,13.4,1.4,0.4,1.6,2.3,4.0,15.2,,richani01,16.6,0.634,0.006,0.461,13.1,27.5,20.4,5.9,0.5,4.2,16.3,17.3,1.8,1.2,3.0,0.114,-2.0,-1.3,-3.3,-0.4
221,Nick Richards,27,CHO,C,21,9,440,5.2,9.3,0.561,0.0,0.1,0.0,5.2,9.2,0.566,0.561,4.8,7.1,0.678,4.2,8.8,12.9,2.3,0.6,2.1,2.7,3.9,15.3,,richani01,17.2,0.614,0.009,0.763,12.1,26.5,19.1,9.8,0.8,5.8,17.8,17.9,0.5,0.5,1.1,0.117,-2.3,0.2,-2.0,0.0
221,Nick Richards,27,PHO,C,36,34,816,6.2,10.3,0.605,0.0,0.0,0.0,6.2,10.2,0.608,0.605,2.6,3.2,0.822,4.3,9.3,13.6,0.9,0.3,1.3,2.1,4.1,15.1,,richani01,16.3,0.645,0.004,0.313,13.6,28.1,21.1,3.8,0.4,3.3,15.3,17.0,1.3,0.6,1.9,0.112,-1.9,-2.1,-3.9,-0.4
222,Dean Wade,28,CLE,PF,59,30,1252,3.2,7.8,0.413,2.3,6.4,0.36,0.9,1.4,0.653,0.561,0.5,0.9,0.533,1.5,5.7,7.2,2.2,1.2,0.6,0.6,2.9,9.2,,wadede01,10.1,0.563,0.819,0.111,4.5,16.6,10.8,7.3,1.6,1.4,7.2,10.4,1.3,1.7,3.0,0.113,-1.0,1.2,0.3,0.7
223,Ricky Council IV,23,PHI,SF,73,12,1250,5.1,13.3,0.382,1.6,6.1,0.258,3.5,7.2,0.488,0.442,3.5,4.4,0.804,1.5,4.7,6.2,2.8,0.9,0.4,1.5,1.9,15.3,,councri01,11.6,0.502,0.46,0.33,4.4,15.4,9.7,11.4,1.3,1.0,8.9,20.3,0.1,0.5,0.6,0.023,-2.0,-2.3,-4.3,-0.7
224,Tidjane Salaün,19,CHO,PF,60,10,1244,3.3,10.0,0.33,1.7,5.9,0.283,1.6,4.1,0.4,0.414,1.9,2.7,0.713,2.0,6.1,8.1,2.1,0.8,0.4,1.7,2.4,10.2,,salauti01,7.7,0.457,0.594,0.272,5.9,18.4,12.0,8.5,1.1,1.1,13.1,15.2,-0.9,0.9,0.0,0.002,-4.3,-0.8,-5.2,-1.0
225,Bobby Portis,29,MIL,PF,49,7,1244,8.0,17.2,0.466,1.9,5.2,0.365,6.1,12.1,0.508,0.52,1.8,2.1,0.836,2.6,9.3,11.9,3.0,1.0,0.8,1.6,2.7,19.7,,portibo01,17.7,0.542,0.299,0.123,8.2,27.0,18.0,12.9,1.4,1.9,8.3,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7
226,Moussa Diabaté,23,CHO,C,71,8,1241,4.8,8.1,0.596,0.0,0.2,0.0,4.8,7.9,0.609,0.596,2.0,3.4,0.595,5.4,7.3,12.7,1.6,1.3,1.2,1.8,3.2,11.7,,diabamo01,16.5,0.609,0.021,0.414,15.7,22.0,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0.0
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,4.6,10.1,0.455,1.6,4.8,0.341,3.0,5.3,0.557,0.536,1.3,1.6,0.836,3.2,6.0,9.2,2.6,1.1,0.2,1.5,2.3,12.1,,robinje02,12.9,0.563,0.473,0.159,9.3,18.4,13.7,9.9,1.5,0.5,12.1,14.4,1.3,0.5,1.7,0.067,-0.9,-1.6,-2.5,-0.2
228,Simone Fontecchio,29,DET,SF,75,0,1237,4.4,10.9,0.402,2.2,6.6,0.335,2.2,4.2,0.507,0.504,2.0,2.4,0.833,1.5,4.7,6.3,1.9,0.9,0.3,1.6,2.8,13.0,,fontesi01,9.7,0.544,0.609,0.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3
229,Cole Anthony,24,ORL,PG,67,22,1234,6.7,15.8,0.424,2.2,6.4,0.353,4.5,9.5,0.471,0.494,2.7,3.3,0.823,1.3,4.6,6.0,5.6,1.3,0.9,3.0,4.4,18.4,,anthoco01,14.2,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,0.0,2.0,2.0,0.078,-0.8,0.9,0.1,0.7
230,Ben Sheppard,23,IND,SG,63,9,1228,3.5,8.4,0.418,2.0,5.8,0.342,1.5,2.6,0.591,0.537,0.7,0.8,0.889,1.3,3.9,5.2,2.5,1.1,0.4,0.6,3.7,9.7,,sheppbe01,9.2,0.555,0.693,0.094,4.0,12.0,8.0,8.6,1.5,1.0,6.9,11.3,1.0,1.0,2.1,0.081,-2.2,0.2,-2.0,0.0
231,Daniel Gafford,26,DAL,C,57,31,1226,8.3,11.8,0.702,0.0,0.0,,8.3,11.8,0.702,0.702,4.0,5.8,0.689,4.6,6.8,11.4,2.3,0.7,3.0,1.9,4.5,20.6,,gaffoda01,24.7,0.716,0.0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8
232,John Collins,27,UTA,PF,40,31,1220,8.3,15.7,0.527,1.7,4.4,0.399,6.5,11.3,0.577,0.583,4.1,4.8,0.848,2.6,7.0,9.6,2.4,1.2,1.2,3.0,3.4,22.4,,collijo01,19.0,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.7,0.8,2.5,0.098,1.4,-0.4,1.0,0.9
233,Caleb Martin,29,2TM,SF,45,24,1218,3.8,9.0,0.424,1.1,3.0,0.359,2.7,5.9,0.458,0.485,1.8,2.9,0.622,1.6,3.7,5.2,2.8,1.4,0.7,1.7,2.6,10.5,,martica02,9.6,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,0.0,0.7,0.6,0.025,-2.9,-0.2,-3.2,-0.4
233,Caleb Martin,29,PHI,SF,31,24,943,3.9,8.9,0.435,1.3,3.3,0.379,2.6,5.5,0.469,0.506,1.8,2.8,0.622,1.6,3.6,5.2,2.6,1.3,0.8,1.6,2.4,10.7,,martica02,10.1,0.531,0.375,0.319,5.0,11.6,8.2,10.2,1.8,2.1,14.0,14.2,0.1,0.5,0.6,0.03,-2.3,-0.2,-2.5,-0.1
233,Caleb Martin,29,DAL,SF,14,0,275,3.7,9.4,0.389,0.5,2.1,0.25,3.1,7.3,0.429,0.417,2.0,3.1,0.625,1.3,4.1,5.4,3.4,1.6,0.4,1.7,3.1,9.8,,martica02,8.0,0.454,0.222,0.333,4.0,12.0,8.1,12.3,2.1,0.9,13.6,14.9,-0.2,0.2,0.0,0.008,-5.0,-0.3,-5.3,-0.2
234,Kristaps Porziņģis,29,BOS,C,42,42,1210,8.2,17.1,0.483,3.1,7.4,0.412,5.2,9.6,0.537,0.572,4.8,5.9,0.809,2.0,6.4,8.4,2.6,0.9,1.9,1.6,3.5,24.3,,porzikr01,22.3,0.618,0.436,0.347,6.1,19.3,12.8,11.4,1.3,4.8,7.4,25.9,3.3,2.0,5.3,0.212,3.5,1.2,4.7,2.1
235,Brandon Clarke,28,MEM,PF,64,18,1207,7.0,11.3,0.621,0.0,0.5,0.059,7.0,10.8,0.647,0.622,1.8,2.6,0.701,3.8,5.9,9.7,2.0,1.6,1.1,1.2,4.3,15.9,,clarkbr01,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9
236,Deandre Ayton,26,POR,C,40,40,1206,7.9,14.0,0.566,0.2,1.0,0.188,7.7,13.0,0.594,0.573,1.2,1.8,0.667,3.7,8.4,12.1,1.9,0.9,1.2,2.1,2.6,17.2,,aytonde01,17.7,0.583,0.068,0.128,10.9,26.0,18.2,8.5,1.2,2.9,12.2,19.4,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4
237,Jarace Walker,21,IND,PF,75,5,1187,5.2,10.9,0.472,2.3,5.6,0.405,2.9,5.3,0.543,0.576,1.4,2.1,0.667,0.8,6.2,6.9,3.3,1.6,0.8,2.4,3.5,14.0,,walkeja02,11.9,0.59,0.514,0.192,2.4,19.0,10.8,12.2,2.2,1.9,16.7,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3
238,Kawhi Leonard,33,LAC,SF,37,37,1180,9.5,19.0,0.498,2.4,5.8,0.411,7.1,13.2,0.536,0.56,3.0,3.7,0.81,1.1,5.6,6.7,3.5,1.8,0.5,2.2,1.7,24.3,,leonaka01,20.5,0.589,0.305,0.194,3.4,17.4,10.5,16.4,2.5,1.4,9.6,27.7,1.5,1.9,3.5,0.141,2.5,0.6,3.1,1.5
239,Clint Capela,30,ATL,C,55,41,1176,6.7,11.9,0.559,0.0,0.0,0.0,6.7,11.9,0.56,0.559,1.6,3.0,0.536,5.3,9.0,14.4,1.9,1.0,1.6,1.4,3.2,14.9,,capelca01,17.7,0.564,0.003,0.249,15.8,28.2,21.8,7.4,1.4,4.1,9.8,16.7,1.7,1.5,3.2,0.131,-0.6,-0.4,-1.0,0.3
240,Cody Martin,29,2TM,SF,53,8,1173,4.2,10.0,0.418,1.3,4.6,0.285,2.9,5.3,0.534,0.485,1.3,1.9,0.705,1.6,5.2,6.9,3.2,1.7,1.0,1.6,2.9,11.0,,martico01,11.3,0.509,0.465,0.188,4.8,15.9,10.3,13.0,2.4,2.7,12.7,14.7,0.1,1.2,1.3,0.054,-2.8,1.1,-1.7,0.1
240,Cody Martin,29,CHO,SF,39,8,967,4.3,10.0,0.433,1.5,4.6,0.323,2.8,5.4,0.528,0.507,1.3,1.8,0.694,1.5,5.1,6.6,3.3,1.6,1.0,1.6,2.7,11.4,,martico01,11.7,0.528,0.463,0.183,4.3,15.3,9.7,13.6,2.2,2.6,12.7,14.6,0.3,1.0,1.3,0.063,-2.3,1.1,-1.2,0.2
240,Cody Martin,29,PHO,SF,14,0,206,3.5,10.0,0.351,0.5,4.7,0.111,3.0,5.2,0.567,0.377,1.6,2.1,0.75,2.3,6.1,8.4,2.8,2.3,1.0,1.6,4.0,9.1,,martico01,9.5,0.417,0.474,0.211,7.2,18.5,13.0,10.3,3.1,2.7,12.6,15.3,-0.2,0.2,0.0,0.01,-4.9,0.9,-4.0,-0.1
241,Mark Williams,23,CHO,C,44,41,1171,8.3,13.7,0.604,0.0,0.1,0.0,8.3,13.6,0.609,0.604,4.0,5.0,0.804,4.1,9.7,13.7,3.4,1.0,1.7,2.2,3.2,20.6,,willima07,23.9,0.647,0.009,0.365,11.8,29.3,20.3,16.5,1.3,4.5,12.0,21.4,3.1,1.6,4.7,0.195,2.5,0.9,3.5,1.6
242,Precious Achiuwa,25,NYK,C,57,10,1170,5.0,10.1,0.502,0.3,1.1,0.278,4.7,9.0,0.529,0.517,1.3,2.1,0.594,3.1,6.6,9.8,1.7,1.4,1.3,1.4,2.5,11.7,,achiupr01,13.6,0.53,0.11,0.211,10.0,21.0,15.5,6.2,2.0,3.3,11.2,14.9,0.7,1.7,2.3,0.095,-2.1,0.2,-1.9,0.0
243,Nikola Jović,21,MIA,PF,46,10,1156,5.4,11.7,0.456,2.4,6.5,0.371,2.9,5.2,0.563,0.56,2.2,2.7,0.828,0.8,4.8,5.6,4.1,1.2,0.4,1.9,2.6,15.4,,jovicni01,13.8,0.595,0.557,0.231,2.5,14.6,8.6,16.6,1.6,1.1,12.6,18.3,1.2,1.3,2.5,0.104,-0.3,0.6,0.3,0.7
244,Justin Edwards,21,PHI,SF,44,26,1155,5.4,11.8,0.455,2.2,5.9,0.363,3.2,5.9,0.548,0.546,1.0,1.4,0.696,1.4,3.2,4.6,2.2,1.4,0.5,1.5,3.1,13.9,,edwarju01,11.3,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11.0,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5
245,Vit Krejci,24,ATL,PG,57,16,1153,4.5,9.1,0.497,2.8,6.4,0.437,1.7,2.7,0.64,0.651,1.0,1.4,0.711,0.7,4.2,4.9,4.6,1.1,0.8,1.6,3.3,12.9,,krejcvi01,12.7,0.661,0.705,0.154,2.0,13.1,7.4,16.5,1.5,2.1,13.8,12.9,1.8,0.8,2.6,0.11,0.0,0.7,0.7,0.8
246,Jonathan Kuminga,22,GSW,PF,47,10,1144,8.1,17.9,0.454,1.4,4.8,0.305,6.7,13.1,0.508,0.495,4.9,7.4,0.668,1.8,5.1,6.8,3.3,1.2,0.7,2.2,2.8,22.6,,kuminjo01,15.7,0.535,0.266,0.414,5.1,15.6,10.2,14.6,1.6,1.7,9.6,27.4,0.5,1.5,1.9,0.08,-0.5,-0.1,-0.6,0.4
247,Kevon Looney,28,GSW,C,76,6,1142,4.5,8.8,0.514,0.1,0.2,0.4,4.4,8.6,0.516,0.518,1.8,3.1,0.566,5.8,8.7,14.6,3.7,1.5,1.2,1.2,4.9,10.8,,looneke01,17.0,0.535,0.018,0.356,16.9,26.9,21.8,14.3,2.0,3.1,10.8,13.3,2.2,2.1,4.3,0.182,-1.0,1.3,0.3,0.7
248,Kenrich Williams,30,OKC,PF,69,7,1132,5.4,11.3,0.483,2.1,5.4,0.386,3.3,5.8,0.574,0.576,0.9,1.2,0.718,2.1,5.6,7.7,3.1,1.4,0.3,1.2,3.5,13.9,,willike04,13.7,0.587,0.483,0.11,6.3,16.3,11.4,11.0,1.8,0.9,9.5,15.4,1.6,1.9,3.6,0.151,-0.4,0.9,0.6,0.7
249,Julian Phillips,21,CHI,SF,79,5,1123,4.1,9.2,0.446,1.6,4.9,0.327,2.5,4.3,0.582,0.533,1.9,2.4,0.789,2.1,3.3,5.4,1.3,1.2,0.6,0.9,3.5,11.7,,phillju01,10.2,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,1.0,0.8,1.9,0.08,-2.6,-0.4,-3.0,-0.3
250,Aaron Nesmith,25,IND,SF,45,37,1123,6.2,12.1,0.507,2.7,6.3,0.431,3.5,5.9,0.587,0.617,2.3,2.6,0.913,1.2,4.5,5.7,1.7,1.1,0.5,1.2,3.7,17.3,,nesmiaa01,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4
251,Dalano Banton,25,POR,PG,67,7,1120,6.4,16.3,0.391,2.3,7.1,0.324,4.1,9.2,0.442,0.462,2.9,4.0,0.728,1.0,3.4,4.3,5.1,1.4,1.1,2.8,1.9,18.0,,bantoda01,12.9,0.497,0.438,0.247,2.8,10.4,6.5,21.5,1.9,2.8,13.3,24.1,-0.3,1.1,0.8,0.033,-0.6,-0.2,-0.8,0.3
252,Ben Simmons,28,2TM,PG,51,24,1120,3.7,7.2,0.52,0.0,0.0,,3.7,7.2,0.52,0.52,0.8,1.1,0.727,1.5,6.2,7.7,9.2,1.2,0.7,3.3,3.4,8.2,,simmobe01,12.4,0.539,0.0,0.148,4.6,20.3,12.2,37.0,1.7,2.0,30.0,13.2,0.5,1.3,1.8,0.078,-2.3,1.8,-0.5,0.4
252,Ben Simmons,28,BRK,PG,33,24,825,4.1,7.4,0.547,0.0,0.0,,4.1,7.4,0.547,0.547,0.8,1.1,0.692,1.3,6.2,7.5,10.0,1.1,0.7,3.8,3.5,8.9,,simmobe01,12.6,0.562,0.0,0.153,3.9,20.5,11.8,41.6,1.6,1.9,32.7,14.3,0.3,0.9,1.1,0.065,-2.4,1.4,-1.0,0.2
252,Ben Simmons,28,LAC,PG,18,0,295,2.8,6.5,0.434,0.0,0.0,,2.8,6.5,0.434,0.434,0.7,0.9,0.857,2.1,6.3,8.4,6.8,1.5,0.9,1.7,3.2,6.3,,simmobe01,11.9,0.464,0.0,0.132,6.6,19.7,13.2,24.3,2.0,2.4,20.0,10.4,0.2,0.5,0.7,0.116,-1.9,2.7,0.9,0.2
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,5.2,12.8,0.405,2.1,6.1,0.349,3.1,6.8,0.454,0.487,2.2,2.7,0.795,1.9,3.3,5.2,2.6,1.4,0.3,1.6,3.1,14.7,,walteja01,10.8,0.523,0.473,0.211,5.6,10.1,7.8,10.2,1.9,0.9,10.4,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3.0,-0.3
254,Jaxson Hayes,24,LAL,C,56,35,1093,5.3,7.3,0.722,0.0,0.1,0.0,5.3,7.2,0.732,0.722,2.0,3.2,0.622,2.6,6.3,8.9,1.9,1.0,1.7,1.4,4.5,12.6,,hayesja02,15.8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5
255,Cameron Payne,30,NYK,PG,72,5,1090,5.9,14.7,0.401,3.1,8.5,0.363,2.8,6.3,0.453,0.506,1.6,1.8,0.907,0.5,3.0,3.4,6.7,1.3,0.5,1.7,3.7,16.5,,payneca01,13.8,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10.0,20.8,1.3,1.0,2.3,0.099,-0.1,-0.2,-0.2,0.5
256,Jonathan Isaac,27,ORL,PF,71,1,1090,4.4,10.7,0.414,1.3,5.0,0.258,3.1,5.7,0.549,0.474,2.4,3.5,0.682,4.0,6.4,10.4,1.3,2.0,2.6,1.1,3.0,12.6,,isaacjo01,16.6,0.512,0.466,0.33,12.0,21.5,16.5,5.5,2.8,7.0,8.2,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7
257,DaQuan Jeffries,27,CHO,SG,47,20,1071,4.0,9.8,0.405,1.8,5.5,0.335,2.1,4.3,0.496,0.5,0.8,1.0,0.8,1.2,3.3,4.5,1.8,0.9,0.8,1.2,3.3,10.6,,jeffrda01,7.9,0.518,0.564,0.103,3.6,10.0,6.7,7.2,1.2,2.3,10.3,13.5,0.0,0.6,0.6,0.027,-4.0,-0.7,-4.7,-0.7
258,Jusuf Nurkić,30,2TM,C,51,32,1063,5.7,11.9,0.477,1.1,3.6,0.305,4.6,8.4,0.551,0.523,2.9,4.3,0.664,2.9,10.6,13.5,3.9,1.4,1.2,3.3,4.4,15.3,,nurkiju01,15.2,0.555,0.298,0.364,8.8,32.0,20.5,16.8,1.9,3.1,19.2,20.6,0.0,1.5,1.5,0.066,-2.2,0.9,-1.3,0.2
258,Jusuf Nurkić,30,PHO,C,25,23,592,4.5,9.9,0.454,1.2,3.6,0.322,3.3,6.3,0.529,0.512,2.9,4.2,0.696,2.8,11.1,13.9,2.9,1.4,1.0,3.5,4.7,13.1,,nurkiju01,12.6,0.556,0.362,0.423,8.9,33.6,21.6,10.9,1.9,2.5,22.8,18.7,-0.3,0.8,0.5,0.039,-3.9,0.5,-3.4,-0.2
258,Jusuf Nurkić,30,CHO,C,26,9,471,7.2,14.4,0.497,1.0,3.5,0.283,6.2,10.9,0.566,0.532,2.8,4.5,0.627,3.0,9.9,12.9,5.2,1.3,1.4,3.1,4.0,18.2,,nurkiju01,18.4,0.554,0.243,0.312,8.6,30.0,19.1,24.2,1.8,3.8,15.7,23.0,0.3,0.7,1.0,0.099,-0.1,1.4,1.2,0.4
259,Seth Curry,34,CHO,SG,68,14,1062,5.6,11.6,0.478,2.8,6.2,0.456,2.7,5.5,0.503,0.599,1.1,1.3,0.846,0.8,3.0,3.8,2.0,0.9,0.2,1.1,2.0,15.1,,curryse01,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1
260,Cody Williams,20,UTA,SG,50,21,1060,2.8,8.7,0.323,1.2,4.6,0.259,1.6,4.1,0.393,0.391,1.0,1.4,0.725,0.9,2.9,3.8,2.0,0.8,0.5,1.5,3.2,7.8,,willico04,3.7,0.419,0.525,0.156,2.8,8.7,5.7,7.4,1.0,1.4,13.8,12.5,-1.2,0.1,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4
261,Isaac Okoro,24,CLE,SG,55,22,1053,4.2,9.1,0.464,1.9,5.2,0.371,2.3,4.0,0.586,0.569,1.1,1.6,0.717,1.7,2.8,4.4,2.3,1.1,0.5,0.8,3.6,11.5,,okorois01,10.7,0.587,0.566,0.172,5.2,8.1,6.7,8.0,1.5,1.4,7.4,12.5,1.5,1.0,2.5,0.115,-1.1,0.6,-0.5,0.4
262,Oso Ighodaro,22,PHO,PF,61,6,1045,3.9,6.4,0.604,0.0,0.1,0.0,3.9,6.4,0.611,0.604,1.0,1.7,0.58,2.3,5.4,7.6,2.4,1.0,1.0,1.3,3.5,8.8,,ighodos01,11.1,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2
263,Jared Butler,24,2TM,SG,60,17,1044,7.0,15.6,0.448,2.1,5.8,0.355,4.9,9.8,0.504,0.514,2.6,3.1,0.824,0.9,2.9,3.8,7.6,1.4,0.4,2.8,3.3,18.7,,butleja02,15.6,0.549,0.373,0.201,2.5,9.3,5.8,33.8,2.0,1.2,14.0,23.6,1.0,0.4,1.4,0.063,0.5,-1.5,-1.0,0.3
263,Jared Butler,24,WAS,PG,32,0,362,8.5,17.5,0.483,1.5,4.1,0.366,7.0,13.4,0.519,0.526,3.5,4.5,0.778,1.4,2.7,4.1,8.2,1.2,0.5,2.9,4.0,21.9,,butleja02,17.7,0.562,0.233,0.256,4.0,7.8,5.9,38.8,1.6,1.2,12.9,26.1,0.5,0.1,0.6,0.079,2.2,-1.2,1.0,0.3
263,Jared Butler,24,PHI,SG,28,17,682,6.2,14.6,0.426,2.4,6.8,0.352,3.9,7.9,0.49,0.507,2.1,2.4,0.87,0.6,3.1,3.6,7.3,1.6,0.4,2.7,3.0,16.9,,butleja02,14.5,0.54,0.462,0.166,1.8,10.0,5.7,31.2,2.2,1.2,14.6,22.2,0.4,0.3,0.8,0.055,-0.4,-1.7,-2.1,0.0
264,Jamison Battle,23,TOR,SF,59,10,1042,5.1,12.0,0.429,3.6,8.9,0.405,1.5,3.0,0.5,0.581,0.6,0.6,0.889,1.3,4.2,5.5,1.8,0.6,0.3,0.9,3.2,14.5,,battlja01,10.7,0.59,0.746,0.052,3.7,12.8,8.1,7.1,0.8,0.9,7.1,15.3,1.0,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1
265,Noah Clowney,20,BRK,PF,46,20,1042,4.6,12.9,0.358,3.0,9.0,0.333,1.6,3.8,0.414,0.474,2.3,2.8,0.838,1.5,4.8,6.3,1.4,0.8,0.7,1.6,3.6,14.5,,clownno01,9.2,0.516,0.702,0.215,4.5,15.8,9.9,5.9,1.1,2.0,10.2,19.0,-0.3,0.8,0.5,0.023,-3.1,-1.0,-4.1,-0.5
266,Alex Caruso,30,OKC,SG,54,3,1041,4.8,10.9,0.446,2.1,5.9,0.353,2.8,5.0,0.556,0.541,1.5,1.8,0.824,1.3,4.2,5.5,4.7,3.0,1.0,1.3,3.5,13.2,6MOY-8,carusal01,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6
267,Kris Murray,24,POR,SF,69,6,1040,4.1,9.7,0.419,0.9,4.2,0.225,3.1,5.5,0.566,0.468,0.9,2.0,0.456,2.6,3.7,6.3,2.4,1.2,0.6,1.5,2.3,9.9,,murrakr01,9.1,0.472,0.43,0.204,7.7,11.3,9.5,9.0,1.6,1.5,12.4,13.9,-0.2,0.9,0.7,0.033,-3.1,0.1,-3.0,-0.3
268,Dejounte Murray,28,NOP,PG,31,31,1012,6.9,17.6,0.393,1.8,6.2,0.299,5.1,11.4,0.444,0.445,3.6,4.4,0.823,0.6,6.5,7.1,8.1,2.2,0.4,3.8,2.2,19.3,,murrade01,15.4,0.494,0.352,0.251,1.8,20.1,10.7,34.6,3.0,1.1,16.2,27.3,-0.7,0.9,0.2,0.009,-1.3,-0.3,-1.6,0.1
269,Jalen Suggs,23,ORL,PG,35,35,1002,7.1,17.3,0.41,2.7,8.7,0.314,4.3,8.6,0.506,0.489,3.5,4.0,0.882,0.8,4.2,5.1,4.6,1.8,1.2,3.7,3.5,20.4,,suggsja01,14.4,0.536,0.503,0.229,2.5,14.2,8.1,21.6,2.5,3.2,16.2,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6
270,Kyle Anderson,31,2TM,PF,61,4,1002,5.1,10.9,0.469,0.9,2.5,0.357,4.2,8.4,0.502,0.51,1.7,2.3,0.738,1.9,5.5,7.4,5.2,1.4,1.2,1.3,2.9,12.8,,anderky01,15.1,0.538,0.231,0.215,5.7,16.8,11.2,20.7,2.0,3.1,10.0,15.9,1.3,1.5,2.8,0.135,-0.6,2.2,1.5,0.9
270,Kyle Anderson,31,GSW,PF,36,3,541,5.1,11.2,0.45,1.3,3.5,0.365,3.8,7.8,0.487,0.506,1.2,1.8,0.667,1.8,5.5,7.3,5.4,1.7,1.3,1.3,2.7,12.6,,anderky01,14.8,0.522,0.308,0.16,5.2,17.0,10.9,21.2,2.3,3.5,10.0,15.7,0.6,0.9,1.5,0.132,-0.3,2.6,2.3,0.6
270,Kyle Anderson,31,MIA,SF,25,1,461,5.2,10.5,0.493,0.5,1.4,0.333,4.7,9.1,0.517,0.515,2.3,3.0,0.789,2.0,5.5,7.5,5.0,1.1,1.0,1.3,3.2,13.1,,anderky01,15.3,0.557,0.134,0.284,6.3,16.6,11.5,20.1,1.5,2.7,10.1,16.1,0.7,0.6,1.3,0.139,-1.0,1.7,0.6,0.3
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,6.0,13.8,0.436,1.8,5.1,0.35,4.2,8.7,0.485,0.5,2.4,3.1,0.788,1.0,3.8,4.9,3.3,1.9,0.3,1.9,2.6,16.2,,bostobr01,12.7,0.535,0.367,0.223,3.0,11.9,7.3,13.7,2.6,0.9,11.1,20.0,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1
272,Dalen Terry,22,CHI,SG,73,5,987,4.4,9.8,0.448,1.3,3.8,0.356,3.0,6.0,0.506,0.517,1.8,2.5,0.71,1.4,3.1,4.5,3.5,1.6,0.5,1.9,4.2,11.9,,terryda01,9.6,0.546,0.388,0.257,4.1,9.0,6.6,12.7,2.1,1.3,15.1,14.9,0.2,0.8,1.1,0.052,-4.0,0.2,-3.8,-0.5
